date,text,year,month,rating
"Mar 13, 2023",Worked well .,2023,3,5
"Mar 13, 2023",Everything perfect 'm happy happy,2023,3,5
"Mar 13, 2023",quick easy experience get approve receive fund . n't like join Credit Union get fund .,2023,3,4
"Mar 13, 2023",good,2023,3,5
"Mar 13, 2023",fast easy start finish . Great customer service phone . Highly recommend .,2023,3,4
"Mar 13, 2023",Quick efficient,2023,3,4
"Mar 13, 2023",easy process . Approved money account 2 day hassle . happy process . definitely choose get another loan future ....,2023,3,5
"Mar 13, 2023","awesome . give estimate APR & within day , approve loan . next day , . well interest rate anyone else . credit n't horrible , n't great , shock offering 10 % less literally others ! Everything smooth 'd recommend 100 % ! also mobile bank check & saving .. interest saving account huge compare traditional bank . Also fee etc ....",2023,3,5
"Mar 13, 2023","Quick easy , help pinch . think excellent service .",2023,3,5
"Mar 13, 2023","process quick fast . Received reply right away . Approved receive loan amount next business day ( direct deposit ) ! definitely good experience except member Golden 1 credit union n't want relatively high loan processing fee . Overall , good ....",2023,3,4
"Mar 12, 2023",Easy apply . Got approval fund less 48 hr !,2023,3,5
"Mar 12, 2023",Decided time get loan help . Upgrade quick easy apply approve fund go right bank .,2023,3,5
"Mar 12, 2023",easy apply money sent timely manner .,2023,3,5
"Mar 12, 2023","process easy start finish . contact Customer Service , ’ wait hold helpful . receive fund quicker expect . would definitely recommend service ....",2023,3,5
"Mar 12, 2023",Fast process .,2023,3,5
"Mar 10, 2023",mistake,2023,3,1
"Mar 10, 2023","Perfect solution consolidate high interest credit card debit . everything submit , receive loan approval fund day . Cut interest half ! ...",2023,3,5
"Mar 09, 2023",Lender efficient processing friendly talk .,2023,3,5
"Mar 09, 2023","easy , simple application process , paid credit within day even able change due date payment loan fit paycheck date . Great experience ! ! ! ! ...",2023,3,5
"Mar 09, 2023",satisfied proceeds .,2023,3,5
"Mar 09, 2023",easy deal .,2023,3,5
"Mar 09, 2023","quick , professional easy process . easy account set .",2023,3,5
"Mar 09, 2023",submit application personal loan pay credit card approve within one day,2023,3,5
"Mar 08, 2023",quick easy process . debt consolidation payoff credit card . Good term monthly payment .,2023,3,5
"Mar 08, 2023",easy process helpful staff call question .,2023,3,5
"Mar 08, 2023",quite pleasantly surprised smoothness efficiency request handle . whole process easy approval dispersal happen quickly . suitably impressed would recommend company without reservation ....,2023,3,5
"Mar 08, 2023",super easy work . transition happen quicker expect . everything online . speak representative SUPER friendly helpful ! ...,2023,3,5
"Mar 07, 2023",quick response loan . courteous . thorough .,2023,3,5
"Mar 06, 2023",easy inquire get back right away .,2023,3,5
"Mar 06, 2023",process quick easy . Thank .,2023,3,5
"Mar 06, 2023",approve within minute 'm happy get assistance need promptly . Thanks much Upgrade ! ! !,2023,3,5
"Mar 06, 2023",quick loan process ever go . approval actually take minute fund disburse almost fast ! ...,2023,3,5
"Mar 06, 2023",put request loan 2 day later receive money ! application quick easy use .,2023,3,5
"Mar 06, 2023","put request loan , quick easy process . Received reply right away . Approved receive loan amount next day . Great experience ....",2023,3,5
"Mar 06, 2023",Quick easy,2023,3,5
"Mar 05, 2023","Quick , professional , helpful",2023,3,5
"Mar 05, 2023","application process bit scattershot , approval come , disbursement set auto-pay breeze . Would use ! ...",2023,3,4
"Mar 04, 2023",Fast easy wad slight problem customer service wad easy deal fund within 24 hr,2023,3,5
"Mar 04, 2023",Everyone great . Helpful efficient process .,2023,3,5
"Mar 03, 2023",professional,2023,3,5
"Mar 03, 2023",show outstanding approval . try . approve within hour . fund next day . Uncalled verify information customer service Representative helpful kind ....,2023,3,5
"Mar 03, 2023","lender fast efficient get fund apply . apply , get accepted , money within 2 business day . easy application process app nice straightforward ....",2023,3,5
"Mar 03, 2023",Quick effective . process good approve instantly .,2023,3,5
"Mar 02, 2023",Upgrade awsome ! ! ! Quick easy . Thank .,2023,3,5
"Mar 02, 2023","quick & fast processing , approve immediately minute , low interest compare others ! Loan fund , deposit next day approval ! Thank Upgrade fast service ! ...",2023,3,5
"Mar 02, 2023","apply consolidation loan Upgrade Credit Karma say “ Excellent ” approval odds . little back forth overall , would expect company . would recommend loan ....",2023,3,4
"Mar 02, 2023",’ multiple loan make easy ! Love company highly recommend want consolidate credit card debt ! ...,2023,3,5
"Mar 01, 2023","disgust experience . constantly writes `` look good , ... `` need document IRS , register partner , last step another bank statement , another IRS . refuse cooperate ....",2023,3,1
"Mar 01, 2023",✌️,2023,3,5
"Mar 01, 2023",Ask loan receive quick . Would recommend .,2023,3,5
"Mar 01, 2023",easy . money 2 day,2023,3,5
"Feb 28, 2023","Upgrade best , loan fast . receive 1 day apply",2023,2,5
"Feb 28, 2023","Super fast efficient , need 5 grand kind quick come forward really appreciate",2023,2,5
"Feb 28, 2023","Application easy approve , money deposit .",2023,2,5
"Feb 28, 2023",whole procedure neat easy,2023,2,5
"Feb 28, 2023",Quick easy,2023,2,5
"Feb 28, 2023",Fast friendly,2023,2,5
"Feb 28, 2023","process simple easy . difficulty , loan pay go smoothly .",2023,2,5
"Feb 28, 2023","Easy application process clear instruction , frequent status notification timely follow need . Highly recommend .",2023,2,5
"Feb 27, 2023",Apply loan speedy process . loan one day .,2023,2,5
"Feb 27, 2023",easy application . Fast response fast funding .,2023,2,5
"Feb 27, 2023",A+++,2023,2,5
"Feb 27, 2023","First Loan Upgrade . application process easy , quick response time approval ! Gave 3 star , early rate full experience , hop best ! ...",2023,2,3
"Feb 27, 2023","process pretty simple , get little confuse thing ask do lone get final approval call get someone right away able help finalize loan right phone . moment approve fund available within 48hours . far company nothing stand professional honest . Thanks UPGRADE help consolidation loan ! ! ...",2023,2,5
"Feb 27, 2023","Fast , easy professional process . Thanks .",2023,2,5
"Feb 27, 2023","process quick easy . Overall , experience great .",2023,2,5
"Feb 27, 2023",quick .,2023,2,5
"Feb 27, 2023",Received loan amount 1day approve . sent money credit card set within 3 day ! !,2023,2,5
"Feb 27, 2023",easy process online communication,2023,2,5
"Feb 27, 2023",Super easy apply . question actually able talk customer service extremely helpful help every step way . easy business . Would definitely recommend ....,2023,2,5
"Feb 27, 2023",quick easy process . apply credit line check sane time . Approvals instant fit card less week . call customer service explain everything great detail . wish ’ take long transfer fund make available debit card ’ still glad . cash reward program great ....,2023,2,5
"Feb 27, 2023","Upgrade great work get stupidly high interest rate credit card paid half rate . credit card company lose business money reduce rate credit rating go , company like Upgrade exist ....",2023,2,5
"Feb 27, 2023","Processing time excellent . interaction Client Services Representative beyond expectation . Took time listen question provide in-depth answer . Overall , wonderful experience start signing dot line ...",2023,2,5
"Feb 24, 2023",process quick simple .,2023,2,5
"Feb 24, 2023",get loan n't know make review easy process ca n't rate time,2023,2,1
"Feb 24, 2023",Easy fast,2023,2,5
"Feb 24, 2023",process easy . apply Saturday . Thar Friday money bank account . simple ease . Highly recommeded,2023,2,5
"Feb 23, 2023","minor snag due inaccurate info credit Karma , clear , loan approve account within day .",2023,2,4
"Feb 23, 2023","put loan request , approve . Easy application process line . talk representative knowledgeable finalize whole process . able set account line allows see statement able change due date easily well . fund sent directly credit card chosen consolidate within day . far good ....",2023,2,5
"Feb 22, 2023","Thank Upgrade . Quick easy . able update due date fit budget immediately . apply Saturday , fund deposit yesterday . owe 22k three separate loan , pay 800 per month . loan 26 % APR , Upgrade approve 25k , 17 % APR , $ 556 per month . Upgrade way go debt consolidation ...",2023,2,5
"Feb 22, 2023",Quick easy application Funds come fast,2023,2,5
"Feb 22, 2023",Good place get loan fast quick,2023,2,5
"Feb 22, 2023",nice easy use .,2023,2,5
"Feb 22, 2023",easy sign receive fund 1-2 business day !,2023,2,5
"Feb 21, 2023",helpful smooth start finish . small problem swiftly dealt . dealt UPGRADE quite year satisfied completely ....,2023,2,5
"Feb 20, 2023",Excellent service fast .,2023,2,5
"Feb 20, 2023",Quick easy . Great company deal,2023,2,5
"Feb 20, 2023",’ 5 day still ’ fund check acct . auto pay date set . ’ see get well,2023,2,3
"Feb 20, 2023","apply loan next day receive fund via direct deposit . Simple , easy process apply loan .",2023,2,5
"Feb 20, 2023",Upgrade make get loan quick easy . take less two hour get loan confirmation . ohine .,2023,2,5
"Feb 20, 2023",Fast easy application process ! Customer service knowledgeable helpful !,2023,2,5
"Feb 19, 2023",Received response quickly !,2023,2,5
"Feb 19, 2023",Quick easy loan approval . happy thing work .,2023,2,5
"Feb 19, 2023",Good loan amount . Good percentage rate . Thank .,2023,2,5
"Feb 19, 2023","Simple apply , fast feedback , Overall really good experience",2023,2,4
"Feb 19, 2023",Easy apply,2023,2,4
"Feb 19, 2023","Quick , easy case less 48hrs get approve .",2023,2,5
"Feb 19, 2023",easy loan ever gotten .,2023,2,5
"Feb 19, 2023",Iam still amaze easy fast loan money one else would thank,2023,2,5
"Feb 19, 2023",quick easy process money account two day streamline process,2023,2,5
"Feb 19, 2023","Great recommendation personal loan , fully recommend",2023,2,5
"Feb 18, 2023",Quick funding easy process ! Thanks upgrade,2023,2,5
"Feb 18, 2023",Simple easy use confusion go,2023,2,5
"Feb 16, 2023","Reps rude , combative , uniformed .",2023,2,1
"Feb 16, 2023",Terrific service - fast easy use .,2023,2,5
"Feb 16, 2023",Na,2023,2,5
"Feb 16, 2023",quick easy . give multiple option able choose work best .,2023,2,5
"Feb 16, 2023",Funds account within two day,2023,2,5
"Feb 16, 2023",process easy quick .,2023,2,5
"Feb 15, 2023",okay,2023,2,5
"Feb 15, 2023",Easy use .,2023,2,4
"Feb 14, 2023",Quick simple . hidden fee . Best interest rate .,2023,2,5
"Feb 14, 2023",found application quick easy . give boost need . would recommend company anyone look loan ....,2023,2,5
"Feb 14, 2023",easy experience . Credit karma guaranteed loan would approve . realize could do sad overall process seamless ....,2023,2,5
"Feb 14, 2023",Fast easy . Life time customer,2023,2,5
"Feb 14, 2023",fast easy process . approve within hour payment make next day .,2023,2,5
"Feb 13, 2023",Easy . Didnt sweat . reasonable rate .,2023,2,5
"Feb 13, 2023",Fast quick approve string attach .,2023,2,5
"Feb 13, 2023",great fast always solution issue,2023,2,5
"Feb 13, 2023",loan ’ Upgrade bank call Cross River . process quick money 2 business day . would recommend ! ...,2023,2,5
"Feb 13, 2023",Great hassle approval,2023,2,5
"Feb 12, 2023",Easy fast clear explanation repayment,2023,2,5
"Feb 12, 2023",bad loan 've take,2023,2,5
"Feb 12, 2023",Upgrade professional easy work . ’ understand problem put apply patient help step step ....,2023,2,5
"Feb 12, 2023",Quick easy . phone call . Easy online application . Quick approval .,2023,2,4
"Feb 12, 2023",Everything fast,2023,2,5
"Feb 10, 2023",offer loan take . process easy peace mind . Upgrade make possible pay debt .,2023,2,5
"Feb 10, 2023",loan process smooth monies put account day say quick without lot hassle happy business ...,2023,2,3
"Feb 10, 2023","highly recommend , do twice 's fast easy",2023,2,5
"Feb 10, 2023","Super easy . annoy phone call anything . Fill go . would suggest faster process pay item , , easy ....",2023,2,5
"Feb 09, 2023","far good . Fast , reasonable , easy pay , process start finish simple .",2023,2,5
"Feb 09, 2023","Heard Upgrade less 24 hour submit request . Upgrade employee polite , helpful . Said request go final review , see money 1 - 4 business day . Well , really 10 business day money arrive . n't problem , need money fast .... might . good credit ( 750 ) take 10 business day . Plan ahead ....",2023,2,4
"Feb 09, 2023",easy deal totally professional .,2023,2,5
"Feb 09, 2023","Applied personal loan , approve minute . application process simple easy understand . information give clear consistent . Would highly recommend Upgrade ...",2023,2,5
"Feb 08, 2023",Helpful,2023,2,4
"Feb 08, 2023",super easy get loan money account quick .,2023,2,5
"Feb 08, 2023","finally decide take advantage personal loan pay 24 % credit card 16.5 % money . Smart . put balance submit form . go back next day assume would need support document something . change way website look third day call find . Turns everything fine , normal turn-around 7 business day . Sure enough , disbursement make card , check 7 day window . try make complicate , really simple ....",2023,2,5
"Feb 08, 2023","get approve 10,500 685 credit score . make approval process hassle-free . recommend Upgrade .",2023,2,5
"Feb 08, 2023",process easy straightforward .,2023,2,5
"Feb 08, 2023","give 4 star . approve fund distribute , look forward work company . However , notify loan status week leave wonder whether approve ....",2023,2,4
"Feb 08, 2023","Dealing Upgrade EASY , FAST zero anxiety . 5 STAR",2023,2,5
"Feb 08, 2023",Approved fast get money within 2 day .,2023,2,5
"Feb 08, 2023",nervous personal loan sure would get approve . able consolidate 3 credit card get car thing take care . Payment great happy Upgrade ....,2023,2,5
"Feb 08, 2023",Thank much help,2023,2,5
"Feb 08, 2023",Upgrade give loan one else would,2023,2,5
"Feb 07, 2023",fast,2023,2,5
"Feb 07, 2023","Unbelievable , easy & fast whole process . do online , phone call involve . able take deep sigh relief , due help . use need ....",2023,2,5
"Feb 07, 2023",far loan go . Took week . see future problem . Lot step follow ..,2023,2,5
"Feb 07, 2023",process easy fast base credit score report credit karma,2023,2,5
"Feb 07, 2023",easy process take day,2023,2,5
"Feb 07, 2023",processcwas easy .,2023,2,5
"Feb 07, 2023",Easy fast process,2023,2,5
"Feb 07, 2023",process relatively simple approval next day !,2023,2,5
"Feb 06, 2023",Credit Karma upgrade give u second chance thank,2023,2,5
"Feb 05, 2023",Quick easy process . Funds available shortly approval . Made consolidation easy . Friendly customer service question ....,2023,2,5
"Feb 05, 2023",Wonderfully experiencie,2023,2,5
"Feb 04, 2023","whole process easy . Smooth fast , money account day later .",2023,2,5
"Feb 04, 2023",fast easy . n't think could get approve quickly .,2023,2,5
"Feb 03, 2023",good card . suspend account due something report credit LESS debt leg work get reactivate . Use different card ...,2023,2,1
"Feb 02, 2023",Applied loan approve within 2 day . overall satisfied . would recommend anything would disclose loan fee company add loan people get amount request hard credit pull ....,2023,2,4
"Feb 01, 2023",fast Loan ever receive .,2023,2,5
"Feb 01, 2023",Great work,2023,2,5
"Feb 01, 2023",Great customer service ! ! !,2023,2,5
"Feb 01, 2023",receive excellent quick service within 48 hour money check account process easy navigate feel like get fair interest rate able pick loan choice . Would highly recommend ! ...,2023,2,5
"Jan 31, 2023",HAPPY EASE ! Thank Credit Karma/ Upgrade life saver !,2023,1,5
"Jan 31, 2023","’ extremely impressed far experience ! ! Upgrade make easy apply ! ! ! zero issue . process simple . hesitant consolidate debt . wait whole year attempt . Everything read say , drown interest rate go nowhere . finally apply Upgrade , withing 48-72 hour card paid remain deposit check account . Made wonder ’ try sooner . app clean simple understand . love everything list big , bold font clearly see left owe . Amazing experience far would recommend anyone struggle ! finally sense relief know exactly loan end everything paid ! ! ...",2023,1,5
"Jan 31, 2023",Awesome experience . Approved instantly fund account within 2 3 day .,2023,1,5
"Jan 31, 2023",Fast easy process quick response loan status,2023,1,5
"Jan 31, 2023","lender make pretty easy apply , language simple , accord loan provision . hidden fee , everything board ....",2023,1,5
"Jan 31, 2023",Really easy fast approval,2023,1,5
"Jan 31, 2023",Upgrade give chance upgrade easy step loan process,2023,1,5
"Jan 31, 2023",Super easy work . professional friendly .,2023,1,5
"Jan 31, 2023",Quick simple,2023,1,5
"Jan 31, 2023",Hi great experience upgrade fast process loan like never hope keep business,2023,1,5
"Jan 30, 2023",fast easy efficient,2023,1,5
"Jan 30, 2023",Really helpful reliable ! ! ! !,2023,1,5
"Jan 30, 2023",Everyone dealt polite helpful .,2023,1,5
"Jan 30, 2023",’ think would get approve $ 10k loan . pretty quick easy process get money next day .,2023,1,5
"Jan 29, 2023","process incredibly easy . make wonder , ’ go bank loan thing , many hoop jump . also receive fund faster thought would . sent customer service two email surprised quickly respond . anything , grateful willing give chance ....",2023,1,5
"Jan 29, 2023",2 account lender pleased overall dealing . seamless painless . also help review type loan soft credit check good lender ....,2023,1,5
"Jan 29, 2023",Offer show excellent chance interest rate 11.97 % accepted offer . : ( rate jacked almost 20 % -24+ % evaluation alignment ...,2023,1,1
"Jan 29, 2023","fast turn around . Applied Friday , receive fund Monday . Excellent customer service ( Rodney ) . satisfied . Thank Upgrade ! ...",2023,1,5
"Jan 27, 2023",Application process quick approve day . However expect receive run around come receive fund . ’ spoken four different representative give different timeframe blame technical difficulty . application one business day receive fund account . become four . four business day become seven ....,2023,1,1
"Jan 25, 2023",learn manage credit score service receive best ever . Thank Credit Karma member .,2023,1,5
"Jan 25, 2023","easy process ! guess depends credit score income , ’ require much documentation fill simple question etc . Received fund less week . website look simple make payment show chart payment . ’ nice setup , almost reminds mortgage payment management . sure yet statement ’ yet ’ back update put another review statement since read complaint . Overall , great include customer service ....",2023,1,4
"Jan 25, 2023","convenient , fast fund easy application !",2023,1,5
"Jan 25, 2023",Expedited service,2023,1,5
"Jan 25, 2023",easy & fast .,2023,1,5
"Jan 24, 2023","easy process ! n't sure would get approve , . help pay credit card 5 year instead 20 .",2023,1,5
"Jan 24, 2023",Easy quick .,2023,1,5
"Jan 24, 2023",easy work . use occasion,2023,1,5
"Jan 24, 2023",quick easy . good communication follow processing completion . Highly recommend !,2023,1,5
"Jan 23, 2023","use , good year half , LOWERED credit 5 TIMES . non payment late payment , `` do credit check determine ... `` Bla bla bla ... one SUPPOSED help rebuild credit end f'n lower limit give 100 % balance use . Thanks thanks , 'm glad decide stop use service first year , go pay do . one use , bad 've ever use , 's someone use First Premier Bank ....",2023,1,1
"Jan 23, 2023",apply process lender honest straight point applyed.couple day recieved fun ..,2023,1,5
"Jan 23, 2023",process start finish easy smooth . approve credit card paid within 5 day . would definitely recommend ! ...,2023,1,5
"Jan 23, 2023",found whole experience easy good way get rid extremely high interest credit card . could n't satisfied .,2023,1,5
"Jan 23, 2023",Great company ! ! give chance need ! ! Thank much ! ! Would recommend everyone ! !,2023,1,5
"Jan 23, 2023",Everything process receive loan easy customer service excellent would recommend company Thank ...,2023,1,5
"Jan 23, 2023",fast easy well do !,2023,1,5
"Jan 23, 2023",quick easy !,2023,1,5
"Jan 23, 2023","need loan consolidate credit card debt Upgrade quick , easy , painless !",2023,1,5
"Jan 23, 2023","credit score 635 . n't sure would approve . need money keep home . Within 4 day , $ 8500 account .",2023,1,5
"Jan 23, 2023",Great transaction,2023,1,5
"Jan 23, 2023",easy work .,2023,1,5
"Jan 23, 2023",Everything go flawless quickly . Excellent service ! ! Thanks ! !,2023,1,5
"Jan 23, 2023",Quick efficient decision,2023,1,5
"Jan 20, 2023","two time offer loan reject credit score 700 , want information , n't ever use company .",2023,1,1
"Jan 20, 2023",good,2023,1,5
"Jan 17, 2023",good poor business practice,2023,1,1
"Jan 13, 2023","Quick , easy , efficient , rate n't bad consider ... quick money , low payment ... exactly need",2023,1,5
"Jan 11, 2023",Atention recive amaze,2023,1,5
"Jan 10, 2023",require open bank account one partner . never personal loan,2023,1,1
"Jan 10, 2023",supportive,2023,1,5
"Jan 10, 2023",Upgrade everything loan process,2023,1,5
"Jan 10, 2023","Great company Easy apply , fund next day . would highly recommend Upgrade",2023,1,5
"Jan 04, 2023",disappointed . decent credit score respond add apply finance rate acceptable . approve rate double offer rate . Clearly predatory lending fine ...,2023,1,1
"Jan 04, 2023",Application process easy fund available next day !,2023,1,5
"Jan 03, 2023","Fast & Best Lender Ever , always side help achieve plan Thank",2023,1,5
"Dec 30, 2022",Fast response easy loan processing ! money day ! Easy peasy ! Thank,2022,12,5
"Dec 29, 2022",apply personal loan recommendation Karma . amaze easy apply start process . time knew fund already bank account reasonably low interest rate . Thank Upgrade ! ...,2022,12,5
"Dec 27, 2022",happy . Great rate easy application !,2022,12,5
"Dec 26, 2022","apply loan recommendation Credit Karma , simple fast approval . small issue take 7-14 day actually get deposit . fine honestly think someplace website lead believe would fast . say fast approval , ’ thumb ! ...",2022,12,5
"Dec 23, 2022",Got loan quickly without hitch !,2022,12,5
"Dec 23, 2022",quick easy hassle,2022,12,5
"Dec 21, 2022","Lost time , offer loan $ 10,000 upload document , next receive email say approve next day another email say review , 6 day still wait ...",2022,12,1
"Dec 21, 2022",fast painless . ask question get back fast payment much .,2022,12,5
"Dec 21, 2022","First time use Upgrade . experience excellent , lady take care professional . money available two business day . Thank outstanding service ....",2022,12,5
"Dec 20, 2022","simple , quick good customer service",2022,12,4
"Dec 19, 2022",Fair hassle free would recommend,2022,12,5
"Dec 19, 2022",report bureau 30 day late . late 15 day & report . provide clear visibility payment apply . totally regret use ....,2022,12,1
"Dec 14, 2022",Easy fast process . money day approval . Customer Service great far .,2022,12,5
"Dec 13, 2022",Easy quick response fair APR recommend .,2022,12,5
"Dec 13, 2022",problem,2022,12,4
"Dec 12, 2022",’ even bother company . bad customer service ever ! rule accept income change person talk ....,2022,12,1
"Dec 12, 2022",git approve 20k take 1k ’ read call say oh sign .,2022,12,3
"Dec 12, 2022",great experience upgrade recommend others . get amount fund short time rate excellent,2022,12,5
"Dec 09, 2022","STAY AWAY COMPANY LOAN SHARKS ! ! ! ! truly one writes nice review , company WORST EVER , please trust . Go Best Egg loan , truly help . 's long try explain do company past two half , three year , 's good ! ! ! ...",2022,12,1
"Dec 09, 2022","Application process easy fast , everything make clear would get would pay month .",2022,12,5
"Dec 07, 2022",Recommended Credit karma . Process easy reasonably prompt response .,2022,12,5
"Dec 07, 2022","Overall , easy process apply .",2022,12,5
"Dec 06, 2022","choose Upgrade , Inc . deny access account . early November call Upgrade Inc change phone number would n't lose access account . phone number time still active . get info even sent code old phone verify . say everything supervisor would need approve . 2 week later call back go step reassure would take care . Today try log account require otp code old phone longer active . give step follow email service department . follow step service department come back say need additional step . Well one step provide bill statement phone carrier . told provide phone plan pay go plan bill statement give . refuse change phone number denies access check loan account . already provide identity proof phone ssn , address , old number , dob . email driver 's license photo front back , account number , selfie . request . want change current phone number access account see balance , make transfer , pay loan bill , etc . ca n't even change loan payment information ca n't get account . exhaust energy try resolve ....",2022,12,1
"Dec 05, 2022",Approved quickly pretty good deal . apr bit high 's expect low credit score . definitely help bind ! paid 4 bill 3/4s large credit card ....,2022,12,5
"Dec 01, 2022",shady company . trust recommendation Credit Karma . Credit Karma please aware recommend . submit extensive personal information followup company . communication intimate ; lead request addition information . company extremely shady . change bank information lieu fact ’ sure people dealt ’ hidden agenda . upset experience ....,2022,12,1
"Nov 30, 2022","put loan request , quick speedy process . Received reply right away . Approved receive loan amount next business day ( direct deposit ) ! present option direct payouts Upgrade do nice . definitely good experience ....",2022,11,5
"Nov 30, 2022",Great,2022,11,5
"Nov 30, 2022",Great lender Fast complete,2022,11,5
"Nov 30, 2022","horrible , slow , service . Reps quick hang , place hold , etc notice . cut provide conflict information . impossible company . disappointment ....",2022,11,1
"Nov 29, 2022","$ 19,000 loan 30 % get FKD",2022,11,1
"Nov 28, 2022",Easy fast,2022,11,5
"Nov 28, 2022",issue . Started process approve great rate day . fund 3 day . work credit credit karma many year say enough Upgrade ....,2022,11,5
"Nov 28, 2022",approve personal loan get money account follow week .,2022,11,5
"Nov 21, 2022",make multiple payment due system always incorrect stay current close account without notice . pay never use ....,2022,11,1
"Nov 21, 2022",Quick easy process,2022,11,5
"Nov 21, 2022",Upgrade great loan fast get loan need .,2022,11,4
"Nov 18, 2022","call escalation resolution since October 26 , 2022 . recieved document , call back , voicemail , email , despite told repeatedly would someone contact within 24-48 hr . NEED resolve issue . receive Adverse Action notice request verification identity employment . Although previously sent documentation , , , email photo front back driver 's license , well 2 recent paystubs service @ upgrade October 26 , 2022 . hear back anyone within 24-48 hr , call back . told correct department recieved email need anything . told would contact . . November 18 , 2022 'm still await contact . NEVER would 've accepted credit card offer know customer service almost non-existent . hung 6 time transfer department . never call back despite give permission agent call back disconnect . clearly state permission begin phone interaction Upgrade agent . wait time atrocious begin , hung repeatedly add insult injury . unprofessional . request time contact soon possible , yet . form communication point would great ....",2022,11,1
"Nov 17, 2022",easy quick loan process lot repayment option low interest rate .,2022,11,5
"Nov 15, 2022",Definitely recommend fast efficient approval process . Money receive distribute within 2 business day .,2022,11,5
"Nov 14, 2022",Smooth application,2022,11,5
"Nov 12, 2022",poor customer service work customer Make mistake report accurate loan balance payment make choose bus ...,2022,11,1
"Nov 11, 2022",easy navigate site apply . sent money right credit card paid problem . Going make payment easy read simple . effortless ....,2022,11,5
"Nov 09, 2022",Smooth Transaction,2022,11,5
"Nov 08, 2022",Fastest debt consolidation loan ever .. Money deposit account 3 day apply … one best experience ever … Thanks ...,2022,11,5
"Nov 08, 2022",fast fair,2022,11,5
"Nov 07, 2022",Outstanding,2022,11,5
"Nov 07, 2022","satisfied service . Low interest rate , money bank couple day , go upgrade app get document information promise . happy service process mu loan ....",2022,11,5
"Nov 05, 2022",Application delivery fund easy quick .,2022,11,4
"Nov 05, 2022","Called first tell 'm send check pay loan next payment due , told interest charge get check.it arrive next day take almost 10 day process get charge drag foot processing pay ? Thanks never go somewhere else need another loan ...",2022,11,3
"Nov 01, 2022",Ck list karma guaranteed approve . apply deny ck owes 50,2022,11,3
"Oct 28, 2022",quick response fund account next day .,2022,10,5
"Oct 28, 2022",multiple income source get submit everything go quickly . Customer service great work,2022,10,5
"Oct 28, 2022",loan process easy stress . Money post within day approval .,2022,10,5
"Oct 27, 2022",’ bad,2022,10,5
"Oct 25, 2022",10 star,2022,10,5
"Oct 24, 2022",Good accomplish,2022,10,5
"Oct 24, 2022",Things go well,2022,10,4
"Oct 24, 2022",Excellent service simple process .,2022,10,5
"Oct 21, 2022",Fast easy . Reasonable monthly payment . Helped really need .,2022,10,5
"Oct 21, 2022",smooth efficient friendly,2022,10,5
"Oct 19, 2022",customer service go downhill.For reason upload document loan keep go space,2022,10,3
"Oct 19, 2022",max credit pay time owe turn access credit . business ....,2022,10,1
"Oct 19, 2022","already loan , apply another product . ask 8 time upload variety document . Multiple time push back , dumb stuff like , `` need whole utility bill frame `` mind information need . Especially since look address . give multiple tax item IRS website , n't accept identity verification ? ! ? Finally , suppose complete form . suppose notify email . 'm nerd , check email daily , know whose email . 're spam , loan , also receive email . , form n't app access , check almost everyday application status , monthly/bi-weekly loan information . definitely n't get form , application status pause almost 3 week . Unbelievable honestly , 've work multiple lender similar offer , never much trouble ....",2022,10,1
