date,id,username,likeCount,retweetCount,language,year,month,content
2023-03-20 22:54:11+00:00,1637950694224273410,Volvo_Roger,0,0,en,2023,3,ripoff raise interest random crap company make mistake business scam artist
2023-03-20 20:26:14+00:00,1637913461618540549,jdprep25,0,0,en,2023,3,sent payoff bank pay upgrade balance week ago post call customer service numerous time one seem know
2023-03-20 19:02:08+00:00,1637892296921194529,BecomingDeath13,0,0,en,2023,3,guy support early direct deposit
2023-03-16 21:19:32+00:00,1636477323720683520,BLover2021,0,0,en,2023,3,send false email correct never dispute ever world
2023-03-14 04:57:28+00:00,1635505401486614528,robert1ee,0,0,en,2023,3,try make payment throughout day system keep fail account past due thanks
2023-03-12 10:04:54+00:00,1634857995476807680,jamesFl75600703,0,0,en,2023,3,mean
2023-03-10 19:03:20+00:00,1634268717495230464,Mountaineer_Ste,0,0,en,2023,3,avoid opening account guy start open saving acct nov paperwork approve pending status month call get transfer department department promise escalate issue
2023-03-08 19:41:09+00:00,1633553459940306946,jcd110681,0,0,en,2023,3,would help manage automatic payment online cancel delete bank information importantly know need cancel days advance call ask
2023-03-07 20:07:16+00:00,1633197646088208384,JaysonBrazeal,0,0,en,2023,3,horrible card credit score permanently suspend account half paid credit score close account point card use pay interest give money scam
2023-03-07 03:11:36+00:00,1632942044158078978,posey1parks,0,0,en,2023,3,horrible card wait pay tell follower stay away card stick american express
2023-03-06 19:00:31+00:00,1632818460349661184,BestCompaniesAZ,0,0,en,2023,3,celebrate woman history month excite showcase client beyond create diverse equalopportunity work environment visit learn
2023-03-06 17:23:47+00:00,1632794113597911041,AWal_Said_WHAAT,0,0,en,2023,3,issue website transfer section
2023-02-28 23:53:53+00:00,1630717957725646848,joinkudos,0,0,en,2023,2,set launch first cobranded creditcard win card earn purchase set date live add name waitlist bonus molly shannon back spokesperson
2023-02-24 17:53:27+00:00,1629177703306784769,wwwwtsactcp,0,0,en,2023,2,deny signup bonus july lie month interrogate
2023-02-22 01:52:44+00:00,1628211152365961217,TaraLottRider,7,3,en,2023,2,beautiful day sacramento tomorrow host panel responsible bank partnership citizen hotel hope see
2023-02-20 12:47:45+00:00,1627651219530608641,CoinpediaEvents,4,0,en,2023,2,keynote stage set host prominent figure fintech industry gain valuable insight lead expert thought leader field
2023-02-17 18:16:10+00:00,1626646702139576323,crossriverbank,9,3,en,2023,2,tick sacramento late rsvp panel responsible bank partnership amp tom curran
2023-02-16 01:47:25+00:00,1626035489596665859,LukeDouglas49,0,0,en,2023,2,common get reminder close together enough
2023-02-13 22:47:02+00:00,1625265317361451008,crossriverbank,4,2,en,2023,2,see sacramento counting day event responsible finnovation amp tom curran rsvp claim spot
2023-02-13 18:24:57+00:00,1625199361972965393,trixie6696,0,0,en,2023,2,cash back interest charge may gotten
2023-02-10 22:41:37+00:00,1624176793136799745,msirishgypsy,0,0,en,2023,2,open account guy online bank check deposit must make via mobile deposit hold onto paycheck day wno warn amp send email promising fund would available today say monday
2023-02-10 18:51:21+00:00,1624118842761805857,Chester1799,0,0,en,2023,2,dashboard upgrade loan unavailable week site issue certain account unavailability never last long maybe day previously
2023-02-07 17:52:15+00:00,1623016805974548485,DammitjozieG,1,0,en,2023,2,one favorite credit card purchase bitcoin pay spending love invest make easy
2023-02-06 17:53:05+00:00,1622654628658806784,fintech_freak,0,0,en,2023,2,lol look person history scamming company
2023-02-05 20:24:55+00:00,1622330452118847488,Dakine33,1,0,en,2023,2,get credit card check account guy bonus say need debit transaction restriction certain amount
2023-02-04 12:10:16+00:00,1621843578996637697,RachelB94887837,0,0,en,2023,2,try find way close account day make hard close account
2023-02-03 13:56:42+00:00,1621507975205486592,Kellzzz223,1,0,en,2023,2,scam scamalert fall respond issue take money people read review upgrade scam scamalert upgradecredit
2023-02-03 13:55:32+00:00,1621507682304753664,Kellzzz223,0,0,en,2023,2,scam save read review customer service respond email call resolve issue please save scam
2023-02-03 13:54:25+00:00,1621507403702325248,Kellzzz223,0,0,en,2023,2,upgrade experience resolve issue return call email report many people fall scam save credit scamalert
2023-02-03 13:53:35+00:00,1621507191831400448,Kellzzz223,0,0,qme,2023,2,scam scam scamalert upgradecredit
2023-02-03 13:53:10+00:00,1621507087514869764,Kellzzz223,0,0,qme,2023,2,scam scam scamalert upgradecredit
2023-02-03 13:52:39+00:00,1621506958242242561,Kellzzz223,2,0,en,2023,2,scam company scamalert upgradecredit
2023-02-03 13:52:11+00:00,1621506838935257089,Kellzzz223,0,0,en,2023,2,stay away upgrade still contact resolution month later one response
2023-02-03 13:51:01+00:00,1621506545224761344,Kellzzz223,0,0,en,2023,2,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star
2023-02-03 13:50:51+00:00,1621506504774885377,Kellzzz223,2,0,en,2023,2,save fall scam
2023-02-03 13:50:28+00:00,1621506408138039296,Kellzzz223,3,0,en,2023,2,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star
2023-02-03 13:50:17+00:00,1621506360448892928,Kellzzz223,0,0,en,2023,2,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star
2023-02-03 13:49:56+00:00,1621506273941520386,Kellzzz223,0,0,en,2023,2,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star
2023-02-03 01:00:35+00:00,1621312662448791552,dwh70,0,0,en,2023,2,heck kinda buffoonery lol
2023-02-02 04:24:19+00:00,1621001543855083526,GRAFFIXCLAN,0,0,en,2023,2,anyone help payment problem
2023-01-31 16:05:16+00:00,1620453169636544512,ParisFinForum,0,0,en,2023,1,discover exceptional audio bio renaud laplanche founder exclusive pff format deep dive fintech entrepreneur life click
2023-01-29 02:20:02+00:00,1619520715400822785,drgabe_rocks,0,0,en,2023,1,mine still show also reimburse atm fee charge bank outside usa
2023-01-28 05:25:01+00:00,1619204881306505216,Greatst_,0,0,en,2023,1,tell open account guy swipe card time get free
2023-01-27 15:40:42+00:00,1618997434243518464,IBofSC,4,0,en,2023,1,friyay recognizes associate member thank support resource learn week associate member visit website
2023-01-26 16:04:28+00:00,1618641025911721984,ParisFinForum,0,0,en,2023,1,discover exceptional audio bio renaud laplanche founder exclusive pff format deep dive fintech entrepreneur life click
2023-01-26 15:36:23+00:00,1618633960111890433,BandoHusbando,0,0,qme,2023,1,
2023-01-24 14:12:20+00:00,1617888031041785860,UXbySean,0,0,en,2023,1,someone dyslexia try use signup form make almost impossible complete call reversal becomes quite easily need copy paste number please make site accessible everyone
2023-01-22 14:24:38+00:00,1617166353374523393,Mountaineer_Ste,0,0,en,2023,1,wait complete opening saving account approve week ago told others issue promise call back trust bank money even open simple saving account
2023-01-18 19:01:41+00:00,1615786523353301019,ParisFinForum,0,0,en,2023,1,discover exceptional audio bio renaud laplanche cofounder exclusive pff format click
2023-01-18 01:35:19+00:00,1615523195171241984,Escribador,0,0,en,2023,1,company fix error timely manner fight week get account correct system error take double payment still wait reimbursement overdraft fee due error fintech innovation upgradeinc
2023-01-11 13:10:34+00:00,1613161444291248129,DarklikeDusse,0,0,en,2023,1,terrible card option definitely recommend
2023-01-11 08:10:11+00:00,1613085851394646016,ParisFinForum,2,1,en,2023,1,available discover exceptional audio bio renaud laplanche cofounder exclusive pff format click
2023-01-10 18:23:16+00:00,1612877753786765317,BAlanBourgeois,0,0,en,2023,1,sends email ask call hello phone pick call customer resolve issue put multiple interaction show respect
2023-01-10 18:22:30+00:00,1612877559997292544,BAlanBourgeois,0,0,en,2023,1,provide ease access customer support website hiding tweet get attention
2023-01-10 18:21:12+00:00,1612877232480944131,BAlanBourgeois,0,0,en,2023,1,show bank care customer deal week issue continually provide additional information simple change phone number today fix
2023-01-10 04:12:42+00:00,1612663699881222145,Escribador,1,0,en,2023,1,expect mistake correct timely manner take double payment card due error system approach calendar day refund post check account
2023-01-09 18:54:28+00:00,1612523216140107776,gamescan,1,0,en,2023,1,want open account high interest saving want crazy amount personal information check account full tax return biometric info etc stuff bank need willing bet get hack theft treasure trove
2023-01-09 15:35:44+00:00,1612473203040964608,breazeale_traci,0,0,en,2023,1,idea cash back december post
2023-01-09 03:25:22+00:00,1612289399743729664,adamshurwitz,0,0,en,2023,1,also check make convenient saving account high apy see
2023-01-08 12:55:11+00:00,1612070413143625728,Escribador,0,0,en,2023,1,take week settle error part reimburse late fee pay take double payment reimburse bank overdraft fee monthly statement come fintech
2023-01-05 18:03:17+00:00,1611060783290454028,ParisFinForum,0,0,en,2023,1,discover exceptional audio bio renaud laplanche cofounder exclusive pff format deep dive fintech entrepreneur life click
2023-01-05 00:33:08+00:00,1610796503634972672,TRADlNGARSENAL,0,0,en,2023,1,guy slip lately first hyped service even payment make time credit reduce change auto pay take many day
2023-01-03 14:19:35+00:00,1610279709970923531,MiguelArmaza,5,0,en,2023,1,hear martin escobari copresident renaud laplanche cofounder amp ceo paulo passoni softbank ceo lead bank amp square leader partner dave nangle ceo
2023-01-03 14:19:30+00:00,1610279689381191681,MiguelArmaza,9,1,en,2023,1,last interviewed board member large worldwide include key lesson learn
2022-12-30 18:16:31+00:00,1608889785925652482,Escribador,0,0,en,2022,12,even well spoke wcustomer advocacy get overdraft fee refund day refund double withdrawal still take positive happen others hey standard business practice
2022-12-30 17:44:53+00:00,1608881824301993984,Escribador,1,0,en,2022,12,update reimburse overdraft fee cause error day refund double payment take still day poorly run good fintech poor innovation system fix thing
2022-12-29 15:51:27+00:00,1608490890443603969,Escribador,0,0,en,2022,12,already via email phone twitter everyone agrees mistake owe money one refund make available less business day incompetence high order choice warn others shame company
2022-12-29 15:38:50+00:00,1608487717838671873,Escribador,0,0,en,2022,12,card unfortunately thanks faster response
2022-12-29 15:33:45+00:00,1608486438907088896,Escribador,0,0,en,2022,12,product innovation involve quick response literally fix basic mistake system less day structure beware
2022-12-29 15:31:50+00:00,1608485956402700289,Escribador,0,0,en,2022,12,upgrade fine long everything perfectly fix mistake make timely manner accidentally take someone arrest get say day get money back
2022-12-29 10:37:15+00:00,1608411820229795840,Escribador,1,0,en,2022,12,business company system make mistake take double payment ability get money refund less day adjust available balance less day laughable
2022-12-28 23:13:42+00:00,1608239800607297539,Escribador,0,0,en,2022,12,case anyone think joke ability new company fix mistake would sign think hard business
2022-12-28 20:32:26+00:00,1608199214911356928,gamescan,0,0,en,2022,12,start wonder biz model try open standard check saving account due high advertised interest rate demand copy original tax return income verification etc much info sell profit
2022-12-28 17:06:41+00:00,1608147434881929218,BrealDixon,0,0,en,2022,12,draw eligibility
2022-12-27 18:03:03+00:00,1607799233167376384,ParisFinForum,1,0,en,2022,12,discover exceptional audio bio renaud laplanche founder exclusive pff format deep dive fintech entrepreneur life click
2022-12-27 09:21:41+00:00,1607668026316390403,GardnerFultonJ5,0,0,en,2022,12,would like card greenlight upgrade credit card
2022-12-27 02:08:31+00:00,1607559018305957890,gamescan,0,0,en,2022,12,decide give try due high interest saving holy crap hot fintech might bad see workflow consistent field track option correct many drop funnel
2022-12-22 16:40:19+00:00,1605966474849308683,mwmccallid,0,0,en,2022,12,take long get fund back account charge extra payment december reach multiple time keep get runaround december hope everyone read think opening account
2022-12-22 05:57:24+00:00,1605804678377312256,ClockTickXBT,0,0,en,2022,12,look credit card know upgrade offer bitcoin reward card purchase btc
2022-12-21 19:01:59+00:00,1605639739897438208,ParisFinForum,0,0,en,2022,12,discover exceptional audio bio renaud laplanche founder exclusive pff format deep dive fintech entrepreneur life click
2022-12-20 21:36:02+00:00,1605316119593897985,kenwarner,1,0,en,2022,12,interest
2022-12-15 15:03:19+00:00,1603405350257958917,ParisFinForum,0,0,en,2022,12,available discover exceptional audio bio renaud laplanche cofounder exclusive pff format click
2022-12-15 03:20:11+00:00,1603228400113668096,Russ_Sandlin,0,0,en,2022,12,
2022-12-15 03:19:19+00:00,1603228181376503808,Russ_Sandlin,0,0,en,2022,12,stink spam apply loan soft pull decline hard pull shame
2022-12-09 13:02:10+00:00,1601200531631923202,ParisFinForum,1,0,en,2022,12,available discover exceptional audio bio renaud laplanche founder exclusive pff format click
2022-12-08 13:15:20+00:00,1600841457216413696,atefft892,0,0,en,2022,12,try change address phone number yesterday told could guess care get paid
2022-12-07 15:02:45+00:00,1600506103888072708,LisaBUnique,0,0,und,2022,12,
2022-12-02 20:52:37+00:00,1598782210567540736,andyphamsales,0,0,en,2022,12,try withdraw money week keep give excuse website please patient try ach external bank get check return call customer service ask outgo wire excuse need verify fund
2022-12-01 15:32:55+00:00,1598339368510525445,tearsheetco,0,1,en,2022,12,join year big bank theory ceo cofounder renaud laplanche talk get partnership register free join dec fintech finserv tbbt
2022-11-30 23:58:47+00:00,1598104283861651456,jaimieolmstead,0,0,en,2022,11,auto payment system woefully broken try work issue support ghost stay away get saddle debt due system error
2022-11-30 15:09:13+00:00,1597971015367528448,ndankajapa2,0,0,en,2022,11,high saving account ask friend
2022-11-29 22:24:09+00:00,1597718082906370048,mrdframpton,0,0,en,2022,11,time ask selfie ask use different email address change term offer ask reapply decline approve sent sent virtual card virtual card confuse yet
2022-11-29 22:20:20+00:00,1597717122028740608,mrdframpton,0,0,en,2022,11,heard app human work upgrade provide false information take customer money mismanage consumer account undefined system literally
2022-11-27 01:45:44+00:00,1596681646904070145,tariqabughofa,0,0,en,2022,11,proud part company held value well far
2022-11-23 22:42:48+00:00,1595548448756899841,servissue,0,0,en,2022,11,look forward banking want tax statement check account steal information customer service terrible well
2022-11-22 22:45:58+00:00,1595186857469526017,Kellzzz223,0,0,en,2022,11,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star scam scamalert fraud upgradecredit
2022-11-22 22:45:25+00:00,1595186719275581444,Kellzzz223,0,0,en,2022,11,bad customer service hand think employee even train anything even transfer call contact supervisor terrible company zero star scam scamalert fraud upgradecredit
2022-11-21 21:34:18+00:00,1594806431626174468,Kellzzz223,0,0,en,2022,11,even think anyone manages page assist anything clown world living credit card company minus customer service exist
2022-11-21 18:18:50+00:00,1594757243806826520,Kellzzz223,0,0,en,2022,11,email address besides support contact service claim upgrade department bank email please let know
2022-11-20 16:29:14+00:00,1594367272973635584,Kellzzz223,0,0,en,2022,11,try call leave many message different depts try email message day believe try anyone upgrade contact
2022-11-20 16:12:10+00:00,1594362976366391296,itsMaxDigital,0,0,en,2022,11,bonus upgrade check account
2022-11-20 16:07:52+00:00,1594361894239977473,ilovebigyansh,1,0,en,2022,11,initiate cash draw account yet get money already five business day nothing upgrade yet know
2022-11-19 20:42:34+00:00,1594068639208046595,idontgetrired,0,0,en,2022,11,deposit money accounti try external deposit choose account say need verify account click verify button come different screen say verify next account try transfer back say verify
2022-11-19 16:08:43+00:00,1593999722523627526,IAMCHROHM,0,0,en,2022,11,need funding next song release event get tell sent amp use link get bonus
2022-11-19 15:48:54+00:00,1593994737102467074,AmandaKou330,0,0,en,2022,11,need fix issue hold money acceptable
2022-11-19 15:48:30+00:00,1593994636195921920,AmandaKou330,0,0,en,2022,11,false advertising website say transfer day actually every day block external transfer move money account phone resolution
2022-11-19 14:16:22+00:00,1593971450159013889,Kellzzz223,0,0,en,2022,11,hey upgrade lowly piece trash customer anyone return call anyone return email fdic need get involve train customer service rep info would great thank
2022-11-19 13:58:43+00:00,1593967005107126272,Kellzzz223,0,0,en,2022,11,leave review everywhere leave mssg mssg mssg rep note always step behind explain thing need speak supervisor claim escalation
2022-11-19 13:57:02+00:00,1593966581054427137,Kellzzz223,0,0,en,2022,11,employment told someone would call call call back told correct dept recieved info everything need amp would contact oct nov ive call regularly email leave mssgs
2022-11-19 13:54:53+00:00,1593966040874209281,Kellzzz223,0,0,en,2022,11,originally apply personal loan prequaled instead recieved credit card less preapproved recieved card cash draw get adverse action notice respond immediately email proof amp
2022-11-19 13:13:37+00:00,1593955657765511168,Kellzzz223,0,0,en,2022,11,upgrade employee know transfer call update customer note jot know contact customer resolve issue poor excuse company
2022-11-19 13:12:42+00:00,1593955426600730624,Kellzzz223,0,0,en,2022,11,day response upgrade business upgrade email them tell call call tell email run circle
2022-11-19 13:09:44+00:00,1593954681302269956,Kellzzz223,0,0,en,2022,11,like learn situation steal money disabled cash draw ability sent request document one response wks callemail wkly nobody claim escalationresolution contact
2022-11-19 13:05:52+00:00,1593953704910135296,Kellzzz223,0,0,en,2022,11,know feel wont call back call every week since midoct leave message every time claim escalation email daily week one call back email document nothing upgrade bad fraud
2022-11-19 13:02:47+00:00,1593952931895721992,Kellzzz223,1,0,en,2022,11,upgrade bad dont even train employee know handle customer issue run circle
2022-11-19 13:02:05+00:00,1593952755689095168,Kellzzz223,0,1,en,2022,11,upgrade hand bad credit card company fall lie say call back week pas response
2022-11-19 13:01:17+00:00,1593952554261831691,Kellzzz223,3,1,en,2022,11,upgrade nonexistant customer service fall scam call hang repeatedly train employee transfer call update note horrible company upgradesucks
2022-11-18 13:07:20+00:00,1593591687942742017,Kellzzz223,0,0,en,2022,11,call escalation resolution since october recieved document call back voicemail email despite told repeatedly would someone contact within need resolve issue
2022-11-17 18:12:22+00:00,1593306063645704192,Mysteriousmanoc,0,0,en,2022,11,apply reward check hard inqury
2022-11-16 20:05:28+00:00,1592972139719987200,laxlyllama,0,0,en,2022,11,loan application process atrocious rcvd infodocs nov nov receive email say approve fund way nov recv email ask selfie ask selfie upgrade account number
2022-11-11 17:56:29+00:00,1591127739276595201,GaryStrickSr,1,0,en,2022,11,know billing issue
2022-11-11 02:53:27+00:00,1590900483774091265,Danielw90077200,0,0,en,2022,11,deposit about four day ago still touch
2022-11-10 01:31:42+00:00,1590517522914476034,KenTumin,2,0,en,2022,11,take similar approach new highyield saving account sweep fund partner bank hungry deposit upgrade small print say check saving account provide cross river bank lack clarity deposit concern
2022-11-10 00:59:00+00:00,1590509292582367233,bankingdive,1,0,en,2022,11,leverage network community bank credit union offer user one industry high saving rate upgrade fintech neobanks
2022-11-09 19:10:11+00:00,1590421512200146944,NateApan,0,0,en,2022,11,extremely upset service upgrade reward check account use debit card access money state one assist
2022-11-09 19:08:22+00:00,1590421054828093440,NateApan,0,0,en,2022,11,unable use account one assist unacceptable
2022-11-09 13:00:25+00:00,1590328457841385472,tearsheetco,0,1,en,2022,11,midweek listen sat renaud laplanche ceo one main directtoconsumer fintech lender tune hear happen upgrade around upcoming recession podcast finserv
2022-11-08 21:28:51+00:00,1590094018641559553,RobK_joker,0,0,en,2022,11,wow suspends account without reason find give answer native american
2022-11-07 21:14:25+00:00,1589727999481753600,HYPHYback2TIMES,1,0,en,2022,11,irritate none employee page
2022-11-06 17:43:19+00:00,1589312488528498688,_KevinSmith,0,0,en,2022,11,need search find upgrade want add upgrade account plaid track saving
2022-11-03 13:03:44+00:00,1588154962739093505,WisetackInc,0,0,en,2022,11,apologize incorrect automate message receive rest assure payment capture correctly negative impact credit incident happy answer question paymentswisetackcom
2022-11-02 21:48:52+00:00,1587924731734290432,WonRhee3,0,0,en,2022,11,see phone support number mobile site please provide phone number speak someone
2022-11-02 21:41:50+00:00,1587922960517472256,WonRhee3,0,0,en,2022,11,premier saving fdic insured bank give detail bad case scenario thanks
2022-11-02 00:15:21+00:00,1587599204804870145,ChimpMeat,0,0,en,2022,11,please add account authentication web login process many hackerthieves gain access password
2022-11-01 18:58:24+00:00,1587519440744501248,kinvesting1,0,0,en,2022,11,wonder hang
2022-11-01 16:17:02+00:00,1587478831761268737,MJenkins88,1,0,en,2022,11,ipo candidate look forward next yrs include
2022-10-30 13:26:42+00:00,1586711191925260293,AmericanoOnLine,0,0,en,2022,10,want credit health service nowhere website unenroll address faq please help asap
2022-10-29 13:49:12+00:00,1586354465824997377,wegot2go2,0,0,en,2022,10,open premier saving account opening super easy app webpage look great far use link sign get
2022-10-28 14:05:03+00:00,1585996069128835072,ParisFinForum,1,0,en,2022,10,discover exclusive interview renaud laplanche founder exclusive pff podcast host laurent nizri ceo paris fintech forum nov dec stay tune
2022-10-27 21:48:33+00:00,1585750325016686592,RyanDMetcalf,0,0,en,2022,10,offering apy saving account nat average good offer move worth hassle transfer chase yield get
2022-10-27 20:54:15+00:00,1585736657520668673,McLovenduski,0,0,en,2022,10,use company say want help people poorno credit reality give enough credit make large purchase low credit limit charge interest continue low credit every payment use
2022-10-27 18:11:01+00:00,1585695579560083512,Finovate,1,1,en,2022,10,launch premier saving product high yield saving account
2022-10-27 15:00:19+00:00,1585647588115509248,KenTumin,1,0,en,2022,10,fintech launch saving account deposit held partner cross river bank premier saving saving account rate leader apy balance one issue joint account
2022-10-24 16:19:03+00:00,1584580238247591936,Blksci1TROY,0,0,und,2022,10,blkscicom
2022-10-24 16:17:20+00:00,1584579806334980096,Blksci1TROY,0,0,en,2022,10,
2022-10-24 14:53:00+00:00,1584558583634460674,Blksci1TROY,0,0,en,2022,10,exist customer request credit limit increase reapply different credit card
2022-10-21 10:57:12+00:00,1583412079934943232,STEPHENDINK,1,0,en,2022,10,trust
2022-10-21 10:56:26+00:00,1583411883394355201,STEPHENDINK,0,0,en,2022,10,trust
2022-10-21 10:55:49+00:00,1583411731694759937,STEPHENDINK,0,0,en,2022,10,company trust
2022-10-19 20:13:16+00:00,1582827241976709120,STEPHENDINK,1,0,en,2022,10,well let people know stay away business like urself learn take people keep business
2022-10-19 20:13:05+00:00,1582827195692879872,BlakcBarbie43,0,0,en,2022,10,well great thank send
2022-10-19 16:51:28+00:00,1582776457604272129,valsfunfarm,3,0,en,2022,10,apply save lot aggravation disappointment worth
2022-10-19 13:38:04+00:00,1582727787286171648,STEPHENDINK,3,0,en,2022,10,trust subsidiary company stay away
2022-10-19 10:44:38+00:00,1582684140209508353,BlakcBarbie43,1,0,en,2022,10,upgrade fair lender please stay away card get high interest credit limit drop score bias company
2022-10-18 17:00:24+00:00,1582416316761509889,snarkywolverine,0,0,en,2022,10,expect turnaround time answer email question sent email question open check account heard back
2022-10-17 19:01:44+00:00,1582084464091332608,ParisFinForum,0,0,en,2022,10,come soon nov dec discover exclusive interview renaud laplanche founder exclusive pff podcast host laurent nizri ceo paris fintech forum stay tune
2022-10-14 14:00:54+00:00,1580921593634598912,RescuedByGhosts,0,0,en,2022,10,
2022-10-14 08:09:06+00:00,1580833058613497856,the_jered,0,0,en,2022,10,super frustrate sorry hear get rotten end deal well sound like bad
2022-10-14 08:08:12+00:00,1580832834306334720,the_jered,0,0,en,2022,10,hopefully stayed away harry tweet promo rate thought think month find pay twentysix month pay closing dissuade anyone know business
2022-10-14 08:04:59+00:00,1580832022914027520,the_jered,2,0,en,2022,10,super august jumped promo transfer rate next statement show call assure error correct today nearly later change rate ask proof promo
2022-10-13 02:02:06+00:00,1580378311582097408,ekomseless,0,0,en,2022,10,speak human receive many interest offer fully understand number list offer much pay secure loan amount pay monthly happy another firm assist
2022-10-10 16:54:07+00:00,1579515634609971200,bluubianca,1,0,en,2022,10,twitter account faster claim dept left voicemail email contact team already lead back circle direct phone line direct email direct mail address nobody push case
2022-10-10 16:44:22+00:00,1579513177448275968,bluubianca,5,0,en,2022,10,get claim dept case immediately month since fraudulent investigation case start update get charge loan payment loan authorize happen freeze account investigation
2022-10-10 12:00:09+00:00,1579441655073058817,AIRinnovate,2,2,en,2022,10,icyminew podcast alert talk ceo cofounder renaud laplanche create healthier credit card recent turbulence fintech market innovation neobank podcast financialservices
2022-10-10 12:00:09+00:00,1579441652032151552,JoAnnBarefoot,3,0,en,2022,10,icyminew podcast alert talk ceo cofounder renaud laplanche create healthier credit card recent turbulence fintech market innovation neobank podcast financialservices
2022-10-09 18:22:40+00:00,1579175530683043840,Nolesfan1169,0,0,en,2022,10,loyalty bad
2022-10-08 14:00:00+00:00,1578747039537430529,explodingtopics,0,0,en,2022,10,boom wealthtech startup feature
2022-10-07 18:03:32+00:00,1578445937281826831,ParisFinForum,1,1,en,2022,10,come soon nov dec discover exclusive interview renaud laplanche ceo exclusive pff podcast host laurent nizri ceo paris fintech forum stay tune
2022-10-05 18:36:00+00:00,1577729335213129728,JoAnnBarefoot,2,0,en,2022,10,podcast guest today try create healthier credit card card put good renaud laplanche ceo cofounder back show third time listen
2022-10-05 18:27:57+00:00,1577727305828503563,AIRinnovate,2,1,en,2022,10,new podcast alert talk ceo cofounder renaud laplanche create healthier credit card recent turbulence fintech market innovation neobank podcast financialservices
2022-10-03 16:00:20+00:00,1576965383076343808,alrac85,0,0,en,2022,10,serious issue account one help resent another email sure someone tell call talk someone also call numerous time
2022-10-01 10:38:25+00:00,1576159595331919873,alrac85,0,0,en,2022,10,one agent told maybe many creditsrefunds account confuse sorry
2022-10-01 10:24:42+00:00,1576156142014586880,alrac85,0,0,en,2022,10,make make sense end balance july add new charge august new balance make payment amp old charge cancel amp refund amount yet tell still owe
2022-09-30 09:26:05+00:00,1575779002739875840,Mandicko13,0,0,en,2022,9,need credit card load benefit please jjbomcom
2022-09-26 16:57:43+00:00,1574443107961257985,Ms_Orlang,0,0,en,2022,9,hello matter still handle request information associate account look forward speedy resolution thank
2022-09-23 23:47:58+00:00,1573459187866140679,Ms_Orlang,0,0,en,2022,9,terrible service department try account update day one seem understand legal document judge absolutely awful service lie team lead call back today
2022-09-21 18:44:00+00:00,1572657916863287296,KillBell313,0,0,en,2022,9,promo still
